Province/State;Country/Region;Lat;Long;Date;Confirmed;Deaths;Recovered
;Benin;93.077;23.158;2.01.2020;0;0;0
;Bhutan;275.142;904.336;2.01.2020;0;0;0
;Bolivia;-162.902;-635.887;2.01.2020;0;0;0
;Bosnia and Herzegovina;439.159;176.791;2.01.2020;0;0;0
;Brazil;-14.235;-519.253;2.01.2020;0;0;0
;Brunei;45.353;1.147.277;2.01.2020;0;0;0
;Bulgaria;427.339;254.858;2.01.2020;0;0;0
;Burkina Faso;122.383;-15.616;2.01.2020;0;0;0
;Cabo Verde;165.388;-230.418;2.01.2020;0;0;0
;Cambodia;Kas.55;1.049.167;2.01.2020;1;0;0
;Cameroon;3.848;115.021;2.01.2020;0;0;0
Alberta;Canada;539.333;-1.165.765;2.01.2020;0;0;0
British Columbia;Canada;492.827;-1.231.207;2.01.2020;1;0;0
Grand Princess;Canada;376.489;-1.226.655;2.01.2020;0;0;0
Manitoba;Canada;537.609;-988.139;2.01.2020;0;0;0
New Brunswick;Canada;465.653;-664.619;2.01.2020;0;0;0
Newfoundland and Labrador;Canada;531.355;-576.604;2.01.2020;0;0;0
Nova Scotia;Canada;44.682;-637.443;2.01.2020;0;0;0
Ontario;Canada;512.538;-853.232;2.01.2020;3;0;0
Prince Edward Island;Canada;465.107;-634.168;2.01.2020;0;0;0
Quebec;Canada;529.399;-735.491;2.01.2020;0;0;0
Saskatchewan;Canada;529.399;-1.064.509;2.01.2020;0;0;0
;Central African Republic;66.111;209.394;2.01.2020;0;0;0
;Chad;154.542;187.322;2.01.2020;0;0;0
;Chile;-356.751;-71.543;2.01.2020;0;0;0
Anhui;China;318.257;1.172.264;2.01.2020;297;0;5
Beijing;China;401.824;1.164.142;2.01.2020;168;1;9
Chongqing;China;300.572;107.874;2.01.2020;247;1;3
Fujian;China;260.789;1.179.874;2.01.2020;144;0;0
Gansu;China;378.099;1.010.583;2.01.2020;40;0;0
Guangdong;China;233.417;1.134.244;2.01.2020;535;0;14
Guangxi;China;238.298;1.087.881;2.01.2020;100;0;2
Guizhou;China;268.154;1.068.748;2.01.2020;29;0;2
Hainan;China;191.959;1.097.453;2.01.2020;62;1;1
Hebei;China;39.549;1.161.306;2.01.2020;96;1;0
Heilongjiang;China;47.862;1.277.615;2.01.2020;80;2;2
Henan;China;33.882;113.614;2.01.2020;422;2;3
Hong Kong;China;22.Mar;114.2;2.01.2020;13;0;0
Hubei;China;309.756;1.122.707;2.01.2020;7153;249;168
Hunan;China;276.104;1.117.088;2.01.2020;389;0;8
Inner Mongolia;China;440.935;1.139.448;2.01.2020;23;0;1
Jiangsu;China;329.711;119.455;2.01.2020;202;0;6
Jiangxi;China;27.614;1.157.221;2.01.2020;286;0;9
Jilin;China;436.661;1.261.923;2.01.2020;17;0;1
Liaoning;China;412.956;1.226.085;2.01.2020;64;0;1
Macau;China;221.667;113.55;2.01.2020;7;0;0
Ningxia;China;372.692;1.061.655;2.01.2020;26;0;0
Qinghai;China;357.452;959.956;2.01.2020;9;0;0
Shaanxi;China;351.917;1.088.701;2.01.2020;101;0;0
Shandong;China;363.427;1.181.498;2.01.2020;206;0;3
Shanghai;China;31.202;1.214.491;2.01.2020;169;1;10
Shanxi;China;375.777;1.122.922;2.01.2020;47;0;1
Sichuan;China;306.171;1.027.103;2.01.2020;207;1;3
Tianjin;China;393.054;117.323;2.01.2020;41;0;0
Tibet;China;316.927;880.924;2.01.2020;1;0;0
Xinjiang;China;411.129;852.401;2.01.2020;18;0;0
Yunnan;China;24.974;101.487;2.01.2020;93;0;2
Zhejiang;China;291.832;1.200.934;2.01.2020;599;0;21
;Colombia;45.709;-742.973;2.01.2020;0;0;0
;Congo (Brazzaville);-40.383;217.587;2.01.2020;0;0;0
;Congo (Kinshasa);-40.383;217.587;2.01.2020;0;0;0
;Costa Rica;97.489;-837.534;2.01.2020;0;0;0
;Cote d'Ivoire;Tem.54;-55.471;2.01.2020;0;0;0
;Croatia;45.1;15.Þub;2.01.2020;0;0;0
;Diamond Princess;0.0;0.0;2.01.2020;0;0;0
;Cuba;22.0;-80.0;2.01.2020;0;0;0
;Cyprus;351.264;334.299;2.01.2020;0;0;0
;Czechia;498.175;15.473;2.01.2020;0;0;0
Faroe Islands;Denmark;618.926;-69.118;2.01.2020;0;0;0
Greenland;Denmark;717.069;-426.043;2.01.2020;0;0;0
;Denmark;562.639;95.018;2.01.2020;0;0;0
;Djibouti;118.251;425.903;2.01.2020;0;0;0
;Dominican Republic;187.357;-701.627;2.01.2020;0;0;0
;Ecuador;-18.312;-781.834;2.01.2020;0;0;0
;Egypt;26.0;30.0;2.01.2020;0;0;0
;El Salvador;137.942;-888.965;2.01.2020;0;0;0
;Equatorial Guinea;1.May;10.0;2.01.2020;0;0;0
;Eritrea;151.794;397.823;2.01.2020;0;0;0
;Estonia;585.953;250.136;2.01.2020;0;0;0
;Eswatini;-265.225;314.659;2.01.2020;0;0;0
;Ethiopia;9.145;404.897;2.01.2020;0;0;0
;Fiji;-177.134;178.065;2.01.2020;0;0;0
;Finland;64.0;26.0;2.01.2020;1;0;0
French Guiana;France;39.339;-531.258;2.01.2020;0;0;0
French Polynesia;France;-176.797;1.494.068;2.01.2020;0;0;0
Guadeloupe;France;16.25;-615.833;2.01.2020;0;0;0
Mayotte;France;-128.275;451.662;2.01.2020;0;0;0
New Caledonia;France;-209.043;165.618;2.01.2020;0;0;0
Reunion;France;-211.351;552.471;2.01.2020;0;0;0
Saint Barthelemy;France;17.Eyl;-628.333;2.01.2020;0;0;0
St Martin;France;180.708;-630.501;2.01.2020;0;0;0
Martinique;France;146.415;-610.242;2.01.2020;0;0;0
;France;462.276;22.137;2.01.2020;6;0;0
;Gabon;-0.8037;116.094;2.01.2020;0;0;0
;Gambia;134.432;-153.101;2.01.2020;0;0;0
;Georgia;423.154;433.569;2.01.2020;0;0;0
;Germany;51.0;9.0;2.01.2020;8;0;0
;Ghana;79.465;-10.232;2.01.2020;0;0;0
;Greece;390.742;218.243;2.01.2020;0;0;0
;Guatemala;157.835;-902.308;2.01.2020;0;0;0
;Guinea;99.456;-96.966;2.01.2020;0;0;0
;Guyana;5.0;-58.75;2.01.2020;0;0;0
;Haiti;189.712;-722.852;2.01.2020;0;0;0
;Holy See;419.029;124.534;2.01.2020;0;0;0
;Honduras;15.Þub;-862.419;2.01.2020;0;0;0
;Hungary;471.625;195.033;2.01.2020;0;0;0
;Iceland;649.631;-190.208;2.01.2020;0;0;0
;India;21.0;78.0;2.01.2020;1;0;0
;Indonesia;-0.7893;1.139.213;2.01.2020;0;0;0
;Iran;32.0;53.0;2.01.2020;0;0;0
;Iraq;33.0;44.0;2.01.2020;0;0;0
;Ireland;531.424;-76.921;2.01.2020;0;0;0
;Israel;31.0;35.0;2.01.2020;0;0;0
;Italy;43.0;12.0;2.01.2020;2;0;0
;Jamaica;181.096;-772.975;2.01.2020;0;0;0
;Japan;36.0;138.0;2.01.2020;20;0;1
;Jordan;31.24;36.51;2.01.2020;0;0;0
;Kazakhstan;480.196;669.237;2.01.2020;0;0;0
;Kenya;-0.0236;379.062;2.01.2020;0;0;0
;South Korea;36.0;128.0;2.01.2020;12;0;0
;Kuwait;29.May;47.75;2.01.2020;0;0;0
;Kyrgyzstan;412.044;747.661;2.01.2020;0;0;0
;Latvia;568.796;246.032;2.01.2020;0;0;0
;Lebanon;338.547;358.623;2.01.2020;0;0;0
;Liberia;64.281;-94.295;2.01.2020;0;0;0
;Liechtenstein;47.14;Eyl.55;2.01.2020;0;0;0
;Lithuania;551.694;238.813;2.01.2020;0;0;0
;Luxembourg;498.153;61.296;2.01.2020;0;0;0
;Madagascar;-187.669;468.691;2.01.2020;0;0;0
;Malaysia;2.May;112.5;2.01.2020;8;0;0
;Maldives;32.028;732.207;2.01.2020;0;0;0
;Malta;359.375;143.754;2.01.2020;0;0;0
;Mauritania;210.079;109.408;2.01.2020;0;0;0
;Mauritius;-20.2;57.5;2.01.2020;0;0;0
;Mexico;236.345;-1.025.528;2.01.2020;0;0;0
;Moldova;474.116;283.699;2.01.2020;0;0;0
;Monaco;437.333;74.167;2.01.2020;0;0;0
;Mongolia;468.625;1.038.467;2.01.2020;0;0;0
;Montenegro;42.5;19.Mar;2.01.2020;0;0;0
;Morocco;317.917;-70.926;2.01.2020;0;0;0
;Namibia;-229.576;184.904;2.01.2020;0;0;0
;Nepal;281.667;84.25;2.01.2020;1;0;0
Aruba;Netherlands;125.186;-700.358;2.01.2020;0;0;0
Curacao;Netherlands;121.696;-68.99;2.01.2020;0;0;0
Sint Maarten;Netherlands;180.425;-630.548;2.01.2020;0;0;0
;Netherlands;521.326;52.913;2.01.2020;0;0;0
;New Zealand;-409.006;174.886;2.01.2020;0;0;0
;Nicaragua;128.654;-852.072;2.01.2020;0;0;0
;Niger;176.078;80.817;2.01.2020;0;0;0
;Nigeria;9.082;86.753;2.01.2020;0;0;0
;North Macedonia;416.086;217.453;2.01.2020;0;0;0
;Norway;60.472;84.689;2.01.2020;0;0;0
;Oman;21.0;57.0;2.01.2020;0;0;0
;Pakistan;303.753;693.451;2.01.2020;0;0;0
;Panama;8.538;-807.821;2.01.2020;0;0;0
;Papua New Guinea;-6.315;1.439.555;2.01.2020;0;0;0
;Paraguay;-234.425;-584.438;2.01.2020;0;0;0
;Peru;-9.19;-750.152;2.01.2020;0;0;0
;Philippines;13.0;122.0;2.01.2020;1;0;0
;Poland;519.194;191.451;2.01.2020;0;0;0
;Portugal;393.999;-82.245;2.01.2020;0;0;0
;Qatar;253.548;511.839;2.01.2020;0;0;0
;Romania;459.432;249.668;2.01.2020;0;0;0
;Russia;60.0;90.0;2.01.2020;2;0;0
;Rwanda;-19.403;298.739;2.01.2020;0;0;0
;Saint Lucia;139.094;-609.789;2.01.2020;0;0;0
;Saint Vincent and the Grenadines;129.843;-612.872;2.01.2020;0;0;0
;San Marino;439.424;124.578;2.01.2020;0;0;0
;Saudi Arabia;24.0;45.0;2.01.2020;0;0;0
;Senegal;144.974;-144.524;2.01.2020;0;0;0
;Serbia;440.165;210.059;2.01.2020;0;0;0
;Seychelles;-46.796;55.492;2.01.2020;0;0;0
;Singapore;12.833;1.038.333;2.01.2020;16;0;0
;Slovakia;48.669;19.699;2.01.2020;0;0;0
;Slovenia;461.512;149.955;2.01.2020;0;0;0
;Somalia;51.521;461.996;2.01.2020;0;0;0
;South Africa;-305.595;229.375;2.01.2020;0;0;0
;Spain;40.0;-4.0;2.01.2020;1;0;0
;Sri Lanka;7.0;81.0;2.01.2020;1;0;0
;Sudan;128.628;302.176;2.01.2020;0;0;0
;Suriname;39.193;-560.278;2.01.2020;0;0;0
;Sweden;63.0;16.0;2.01.2020;1;0;0
;Switzerland;468.182;82.275;2.01.2020;0;0;0
;Taiwan*;23.Tem;121.0;2.01.2020;10;0;0
;Tanzania;-6.369;348.888;2.01.2020;0;0;0
;Thailand;15.0;101.0;2.01.2020;19;0;5
;Togo;86.195;0.8248;2.01.2020;0;0;0
;Trinidad and Tobago;106.918;-612.225;2.01.2020;0;0;0
;Tunisia;34.0;9.0;2.01.2020;0;0;0
;Turkey;389.637;352.433;2.01.2020;0;0;0
;Uganda;1.0;32.0;2.01.2020;0;0;0
;Ukraine;483.794;311.656;2.01.2020;0;0;0
;United Arab Emirates;24.0;54.0;2.01.2020;4;0;0
Bermuda;United Kingdom;323.078;-647.505;2.01.2020;0;0;0
Cayman Islands;United Kingdom;193.133;-812.546;2.01.2020;0;0;0
Channel Islands;United Kingdom;493.723;-23.644;2.01.2020;0;0;0
Gibraltar;United Kingdom;361.408;-53.536;2.01.2020;0;0;0
Isle of Man;United Kingdom;542.361;-45.481;2.01.2020;0;0;0
Montserrat;United Kingdom;167.425;-621.874;2.01.2020;0;0;0
;United Kingdom;553.781;-34.360.000.000.000.000;2.01.2020;2;0;0
;Uruguay;-325.228;-557.658;2.01.2020;0;0;0
;US;370.902;-957.129;2.01.2020;8;0;0
;Uzbekistan;413.775;645.853;2.01.2020;0;0;0
;Venezuela;64.238;-665.897;2.01.2020;0;0;0
;Vietnam;16.0;108.0;2.01.2020;6;0;1
;Zambia;-154.167;282.833;2.01.2020;0;0;0
;Zimbabwe;-20.0;30.0;2.01.2020;0;0;0
Diamond Princess;Canada;0.0;0.0;2.01.2020;0;0;0
;Dominica;15.415;-61.371;2.01.2020;0;0;0
;Grenada;121.165;-61.679;2.01.2020;0;0;0
;Mozambique;-18.665.695;35.529.562;2.01.2020;0;0;0
;Syria;34.802.075;3.899.681.500.000.000;2.01.2020;0;0;0
;Timor-Leste;-8.874.217;125.727.539;2.01.2020;0;0;0
;Belize;131.939;-595.432;2.01.2020;0;0;0
;Laos;1.985.627;102.495.496;2.01.2020;0;0;0
;Libya;263.351;17.228.331;2.01.2020;0;0;0
;West Bank and Gaza;319.522;352.332;2.01.2020;0;0;0
;Guinea-Bissau;118.037;-151.804;2.01.2020;0;0;0
;Mali;17.570.692;-3.996.166.000.000.000;2.01.2020;0;0;0
;Saint Kitts and Nevis;17.357.822;-62.782.998;2.01.2020;0;0;0
Northwest Territories;Canada;648.255;-1.248.457;2.01.2020;0;0;0
Yukon;Canada;642.823;-135.0;2.01.2020;0;0;0
;Kosovo;42.602.636;20.902.977;2.01.2020;0;0;0
;Burma;219.162;95.956;2.01.2020;0;0;0
Anguilla;United Kingdom;182.206;-630.686;2.01.2020;0;0;0
British Virgin Islands;United Kingdom;184.207;-64.64;2.01.2020;0;0;0
Turks and Caicos Islands;United Kingdom;2.169.400.000.000.000;-717.979;2.01.2020;0;0;0
;MS Zaandam;0.0;0.0;2.01.2020;0;0;0
;Botswana;-223.285;246.849;2.01.2020;0;0;0
;Burundi;-33.731;299.189;2.01.2020;0;0;0
;Sierra Leone;8.460.555.000.000.000;-11.779.889;2.01.2020;0;0;0
;Malawi;-13.254.307.999.999.900;34.301.525;2.01.2020;0;0;0
Falkland Islands (Malvinas);United Kingdom;-517.963;-595.236;2.01.2020;0;0;0
Saint Pierre and Miquelon;France;468.852;-563.159;2.01.2020;0;0;0
;South Sudan;6.877.000.000.000.000;31.307;2.01.2020;0;0;0
;Western Sahara;242.155;-128.858;2.01.2020;0;0;0
;Sao Tome and Principe;0.18636;6.613.081;2.01.2020;0;0;0
;Yemen;15.552.727;48.516.388;2.01.2020;0;0;0
;Afghanistan;33.0;65.0;2.02.2020;0;0;0
;Albania;411.533;201.683;2.02.2020;0;0;0
;Algeria;280.339;16.596;2.02.2020;0;0;0
;Andorra;425.063;15.218;2.02.2020;0;0;0
;Angola;-112.027;178.739;2.02.2020;0;0;0
;Antigua and Barbuda;170.608;-617.964;2.02.2020;0;0;0
;Argentina;-384.161;-636.167;2.02.2020;0;0;0
;Armenia;400.691;450.382;2.02.2020;0;0;0
Australian Capital Territory;Australia;-354.735;1.490.124;2.02.2020;0;0;0
New South Wales;Australia;-338.688;1.512.093;2.02.2020;4;0;2
Northern Territory;Australia;-124.634;1.308.456;2.02.2020;0;0;0
Queensland;Australia;-280.167;153.4;2.02.2020;2;0;0
South Australia;Australia;-349.285;1.386.007;2.02.2020;2;0;0
Tasmania;Australia;-414.545;1.459.707;2.02.2020;0;0;0
Victoria;Australia;-378.136;1.449.631;2.02.2020;4;0;0
Western Australia;Australia;-319.505;1.158.605;2.02.2020;0;0;0
;Austria;475.162;145.501;2.02.2020;0;0;0
;Azerbaijan;401.431;475.769;2.02.2020;0;0;0
;Bahamas;250.343;-773.963;2.02.2020;0;0;0
;Bahrain;260.275;50.55;2.02.2020;0;0;0
;Bangladesh;23.685;903.563;2.02.2020;0;0;0
;Barbados;131.939;-595.432;2.02.2020;0;0;0
;Belarus;537.098;279.534;2.02.2020;0;0;0
;Belgium;508.333;4.0;2.02.2020;0;0;0
;Benin;93.077;23.158;2.02.2020;0;0;0
;Bhutan;275.142;904.336;2.02.2020;0;0;0
;Bolivia;-162.902;-635.887;2.02.2020;0;0;0
;Bosnia and Herzegovina;439.159;176.791;2.02.2020;0;0;0
;Brazil;-14.235;-519.253;2.02.2020;0;0;0
;Brunei;45.353;1.147.277;2.02.2020;0;0;0
;Bulgaria;427.339;254.858;2.02.2020;0;0;0
;Burkina Faso;122.383;-15.616;2.02.2020;0;0;0
;Cabo Verde;165.388;-230.418;2.02.2020;0;0;0
;Cambodia;Kas.55;1.049.167;2.02.2020;1;0;0
;Cameroon;3.848;115.021;2.02.2020;0;0;0
Alberta;Canada;539.333;-1.165.765;2.02.2020;0;0;0
British Columbia;Canada;492.827;-1.231.207;2.02.2020;1;0;0
Grand Princess;Canada;376.489;-1.226.655;2.02.2020;0;0;0
Manitoba;Canada;537.609;-988.139;2.02.2020;0;0;0
New Brunswick;Canada;465.653;-664.619;2.02.2020;0;0;0
Newfoundland and Labrador;Canada;531.355;-576.604;2.02.2020;0;0;0
Nova Scotia;Canada;44.682;-637.443;2.02.2020;0;0;0
Ontario;Canada;512.538;-853.232;2.02.2020;3;0;0
Prince Edward Island;Canada;465.107;-634.168;2.02.2020;0;0;0
Quebec;Canada;529.399;-735.491;2.02.2020;0;0;0
Saskatchewan;Canada;529.399;-1.064.509;2.02.2020;0;0;0
;Central African Republic;66.111;209.394;2.02.2020;0;0;0
;Chad;154.542;187.322;2.02.2020;0;0;0
;Chile;-356.751;-71.543;2.02.2020;0;0;0
Anhui;China;318.257;1.172.264;2.02.2020;340;0;7
Beijing;China;401.824;1.164.142;2.02.2020;191;1;9
Chongqing;China;300.572;107.874;2.02.2020;300;2;7
Fujian;China;260.789;1.179.874;2.02.2020;159;0;0
Gansu;China;378.099;1.010.583;2.02.2020;51;0;3
Guangdong;China;233.417;1.134.244;2.02.2020;632;0;15
Guangxi;China;238.298;1.087.881;2.02.2020;111;0;2
Guizhou;China;268.154;1.068.748;2.02.2020;38;0;2
Hainan;China;191.959;1.097.453;2.02.2020;64;1;4
Hebei;China;39.549;1.161.306;2.02.2020;104;1;3
Heilongjiang;China;47.862;1.277.615;2.02.2020;95;2;2
Henan;China;33.882;113.614;2.02.2020;493;2;10
Hong Kong;China;22.Mar;114.2;2.02.2020;15;0;0
Hubei;China;309.756;1.122.707;2.02.2020;11177;350;295
Hunan;China;276.104;1.117.088;2.02.2020;463;0;16
Inner Mongolia;China;440.935;1.139.448;2.02.2020;27;0;1
Jiangsu;China;329.711;119.455;2.02.2020;236;0;7
Jiangxi;China;27.614;1.157.221;2.02.2020;333;0;12
Jilin;China;436.661;1.261.923;2.02.2020;23;0;1
Liaoning;China;412.956;1.226.085;2.02.2020;70;0;1
Macau;China;221.667;113.55;2.02.2020;8;0;0
Ningxia;China;372.692;1.061.655;2.02.2020;28;0;0
Qinghai;China;357.452;959.956;2.02.2020;11;0;0
Shaanxi;China;351.917;1.088.701;2.02.2020;116;0;0
Shandong;China;363.427;1.181.498;2.02.2020;230;0;6
Shanghai;China;31.202;1.214.491;2.02.2020;182;1;10
Shanxi;China;375.777;1.122.922;2.02.2020;66;0;3
Sichuan;China;306.171;1.027.103;2.02.2020;231;1;11
Tianjin;China;393.054;117.323;2.02.2020;48;0;1
Tibet;China;316.927;880.924;2.02.2020;1;0;0
Xinjiang;China;411.129;852.401;2.02.2020;21;0;0
Yunnan;China;24.974;101.487;2.02.2020;105;0;3
Zhejiang;China;291.832;1.200.934;2.02.2020;661;0;32
;Colombia;45.709;-742.973;2.02.2020;0;0;0
;Congo (Brazzaville);-40.383;217.587;2.02.2020;0;0;0
;Congo (Kinshasa);-40.383;217.587;2.02.2020;0;0;0
;Costa Rica;97.489;-837.534;2.02.2020;0;0;0
;Cote d'Ivoire;Tem.54;-55.471;2.02.2020;0;0;0
;Croatia;45.1;15.Þub;2.02.2020;0;0;0
;Diamond Princess;0.0;0.0;2.02.2020;0;0;0
;Cuba;22.0;-80.0;2.02.2020;0;0;0
;Cyprus;351.264;334.299;2.02.2020;0;0;0
;Czechia;498.175;15.473;2.02.2020;0;0;0
Faroe Islands;Denmark;618.926;-69.118;2.02.2020;0;0;0
Greenland;Denmark;717.069;-426.043;2.02.2020;0;0;0
;Denmark;562.639;95.018;2.02.2020;0;0;0
;Djibouti;118.251;425.903;2.02.2020;0;0;0
;Dominican Republic;187.357;-701.627;2.02.2020;0;0;0
;Ecuador;-18.312;-781.834;2.02.2020;0;0;0
;Egypt;26.0;30.0;2.02.2020;0;0;0
;El Salvador;137.942;-888.965;2.02.2020;0;0;0
;Equatorial Guinea;1.May;10.0;2.02.2020;0;0;0
;Eritrea;151.794;397.823;2.02.2020;0;0;0
;Estonia;585.953;250.136;2.02.2020;0;0;0
;Eswatini;-265.225;314.659;2.02.2020;0;0;0
;Ethiopia;9.145;404.897;2.02.2020;0;0;0
;Fiji;-177.134;178.065;2.02.2020;0;0;0
;Finland;64.0;26.0;2.02.2020;1;0;0
French Guiana;France;39.339;-531.258;2.02.2020;0;0;0
French Polynesia;France;-176.797;1.494.068;2.02.2020;0;0;0
Guadeloupe;France;16.25;-615.833;2.02.2020;0;0;0
Mayotte;France;-128.275;451.662;2.02.2020;0;0;0
New Caledonia;France;-209.043;165.618;2.02.2020;0;0;0
Reunion;France;-211.351;552.471;2.02.2020;0;0;0
Saint Barthelemy;France;17.Eyl;-628.333;2.02.2020;0;0;0
St Martin;France;180.708;-630.501;2.02.2020;0;0;0
Martinique;France;146.415;-610.242;2.02.2020;0;0;0
;France;462.276;22.137;2.02.2020;6;0;0
;Gabon;-0.8037;116.094;2.02.2020;0;0;0
;Gambia;134.432;-153.101;2.02.2020;0;0;0
;Georgia;423.154;433.569;2.02.2020;0;0;0
;Germany;51.0;9.0;2.02.2020;10;0;0
;Ghana;79.465;-10.232;2.02.2020;0;0;0
;Greece;390.742;218.243;2.02.2020;0;0;0
;Guatemala;157.835;-902.308;2.02.2020;0;0;0
;Guinea;99.456;-96.966;2.02.2020;0;0;0
;Guyana;5.0;-58.75;2.02.2020;0;0;0
;Haiti;189.712;-722.852;2.02.2020;0;0;0
;Holy See;419.029;124.534;2.02.2020;0;0;0
;Honduras;15.Þub;-862.419;2.02.2020;0;0;0
;Hungary;471.625;195.033;2.02.2020;0;0;0
;Iceland;649.631;-190.208;2.02.2020;0;0;0
;India;21.0;78.0;2.02.2020;2;0;0
;Indonesia;-0.7893;1.139.213;2.02.2020;0;0;0
;Iran;32.0;53.0;2.02.2020;0;0;0
;Iraq;33.0;44.0;2.02.2020;0;0;0
;Ireland;531.424;-76.921;2.02.2020;0;0;0
;Israel;31.0;35.0;2.02.2020;0;0;0
;Italy;43.0;12.0;2.02.2020;2;0;0
;Jamaica;181.096;-772.975;2.02.2020;0;0;0
;Japan;36.0;138.0;2.02.2020;20;0;1
;Jordan;31.24;36.51;2.02.2020;0;0;0
;Kazakhstan;480.196;669.237;2.02.2020;0;0;0
;Kenya;-0.0236;379.062;2.02.2020;0;0;0
;South Korea;36.0;128.0;2.02.2020;15;0;0
;Kuwait;29.May;47.75;2.02.2020;0;0;0
;Kyrgyzstan;412.044;747.661;2.02.2020;0;0;0
;Latvia;568.796;246.032;2.02.2020;0;0;0
;Lebanon;338.547;358.623;2.02.2020;0;0;0
;Liberia;64.281;-94.295;2.02.2020;0;0;0
;Liechtenstein;47.14;Eyl.55;2.02.2020;0;0;0
;Lithuania;551.694;238.813;2.02.2020;0;0;0
;Luxembourg;498.153;61.296;2.02.2020;0;0;0
;Madagascar;-187.669;468.691;2.02.2020;0;0;0
;Malaysia;2.May;112.5;2.02.2020;8;0;0
;Maldives;32.028;732.207;2.02.2020;0;0;0
;Malta;359.375;143.754;2.02.2020;0;0;0
;Mauritania;210.079;109.408;2.02.2020;0;0;0
;Mauritius;-20.2;57.5;2.02.2020;0;0;0
;Mexico;236.345;-1.025.528;2.02.2020;0;0;0
;Moldova;474.116;283.699;2.02.2020;0;0;0
;Monaco;437.333;74.167;2.02.2020;0;0;0
;Mongolia;468.625;1.038.467;2.02.2020;0;0;0
;Montenegro;42.5;19.Mar;2.02.2020;0;0;0
;Morocco;317.917;-70.926;2.02.2020;0;0;0
;Namibia;-229.576;184.904;2.02.2020;0;0;0
;Nepal;281.667;84.25;2.02.2020;1;0;0
Aruba;Netherlands;125.186;-700.358;2.02.2020;0;0;0
Curacao;Netherlands;121.696;-68.99;2.02.2020;0;0;0
Sint Maarten;Netherlands;180.425;-630.548;2.02.2020;0;0;0
;Netherlands;521.326;52.913;2.02.2020;0;0;0
;New Zealand;-409.006;174.886;2.02.2020;0;0;0
;Nicaragua;128.654;-852.072;2.02.2020;0;0;0
;Niger;176.078;80.817;2.02.2020;0;0;0
;Nigeria;9.082;86.753;2.02.2020;0;0;0
;North Macedonia;416.086;217.453;2.02.2020;0;0;0
;Norway;60.472;84.689;2.02.2020;0;0;0
;Oman;21.0;57.0;2.02.2020;0;0;0
;Pakistan;303.753;693.451;2.02.2020;0;0;0
;Panama;8.538;-807.821;2.02.2020;0;0;0
;Papua New Guinea;-6.315;1.439.555;2.02.2020;0;0;0
;Paraguay;-234.425;-584.438;2.02.2020;0;0;0
;Peru;-9.19;-750.152;2.02.2020;0;0;0
;Philippines;13.0;122.0;2.02.2020;2;1;0
;Poland;519.194;191.451;2.02.2020;0;0;0
;Portugal;393.999;-82.245;2.02.2020;0;0;0
;Qatar;253.548;511.839;2.02.2020;0;0;0
;Romania;459.432;249.668;2.02.2020;0;0;0
;Russia;60.0;90.0;2.02.2020;2;0;0
;Rwanda;-19.403;298.739;2.02.2020;0;0;0
;Saint Lucia;139.094;-609.789;2.02.2020;0;0;0
;Saint Vincent and the Grenadines;129.843;-612.872;2.02.2020;0;0;0
;San Marino;439.424;124.578;2.02.2020;0;0;0
;Saudi Arabia;24.0;45.0;2.02.2020;0;0;0
;Senegal;144.974;-144.524;2.02.2020;0;0;0
;Serbia;440.165;210.059;2.02.2020;0;0;0
;Seychelles;-46.796;55.492;2.02.2020;0;0;0
;Singapore;12.833;1.038.333;2.02.2020;18;0;0
;Slovakia;48.669;19.699;2.02.2020;0;0;0
;Slovenia;461.512;149.955;2.02.2020;0;0;0
;Somalia;51.521;461.996;2.02.2020;0;0;0
;South Africa;-305.595;229.375;2.02.2020;0;0;0
;Spain;40.0;-4.0;2.02.2020;1;0;0
;Sri Lanka;7.0;81.0;2.02.2020;1;0;0
;Sudan;128.628;302.176;2.02.2020;0;0;0
;Suriname;39.193;-560.278;2.02.2020;0;0;0
;Sweden;63.0;16.0;2.02.2020;1;0;0
;Switzerland;468.182;82.275;2.02.2020;0;0;0
;Taiwan*;23.Tem;121.0;2.02.2020;10;0;0
;Tanzania;-6.369;348.888;2.02.2020;0;0;0
;Thailand;15.0;101.0;2.02.2020;19;0;5
;Togo;86.195;0.8248;2.02.2020;0;0;0
;Trinidad and Tobago;106.918;-612.225;2.02.2020;0;0;0
;Tunisia;34.0;9.0;2.02.2020;0;0;0
;Turkey;389.637;352.433;2.02.2020;0;0;0
;Uganda;1.0;32.0;2.02.2020;0;0;0
;Ukraine;483.794;311.656;2.02.2020;0;0;0
;United Arab Emirates;24.0;54.0;2.02.2020;5;0;0
Bermuda;United Kingdom;323.078;-647.505;2.02.2020;0;0;0
Cayman Islands;United Kingdom;193.133;-812.546;2.02.2020;0;0;0
Channel Islands;United Kingdom;493.723;-23.644;2.02.2020;0;0;0
Gibraltar;United Kingdom;361.408;-53.536;2.02.2020;0;0;0
Isle of Man;United Kingdom;542.361;-45.481;2.02.2020;0;0;0
Montserrat;United Kingdom;167.425;-621.874;2.02.2020;0;0;0
;United Kingdom;553.781;-34.360.000.000.000.000;2.02.2020;2;0;0
;Uruguay;-325.228;-557.658;2.02.2020;0;0;0
;US;370.902;-957.129;2.02.2020;8;0;0
;Uzbekistan;413.775;645.853;2.02.2020;0;0;0
;Venezuela;64.238;-665.897;2.02.2020;0;0;0
;Vietnam;16.0;108.0;2.02.2020;6;0;1
